data,passos,distancia_m,kcal_atividade,fc_repouso,fc_media,fc_max,fonte
2024-05-28,4310,3097,133,,,,balance
2024-05-29,3617,2582,107,,,,balance
2024-05-30,1100,809,1799,,,,balance
2024-05-31,4199,3020,123,,,,balance
2024-06-01,4946,3724,156,,,,balance
2024-06-02,7837,6369,256,,,,balance
2024-06-03,2442,1722,68,,,,balance
2024-06-04,4421,3226,123,,,,balance
2024-06-05,4851,3554,143,,,,balance
2024-06-06,3322,2392,103,,,,balance
2024-06-08,2836,2167,99,,,,balance
2024-06-09,1993,1448,63,,,,balance
2024-06-10,1427,1015,42,,,,balance
2024-06-11,4319,3060,130,,,,balance
2024-06-12,3979,2935,118,,,,balance
2024-06-13,969,688,30,,,,balance
2024-06-14,5579,3943,163,,,,balance
2024-06-15,6228,4403,210,,,,balance
2024-06-16,1390,1102,45,,,,balance
2024-06-17,3058,2139,89,,,,balance
2024-06-18,4334,3076,124,,,,balance
2024-06-19,4355,3120,133,,,,balance
2024-06-20,7091,5051,209,,,,balance
2024-06-21,5933,4325,176,,,,balance
2024-06-22,4684,3469,144,,,,balance
2024-06-23,7530,5552,227,,,,balance
2024-06-24,7863,6130,247,,,,balance
2024-06-25,3064,2207,91,,,,balance
2024-06-26,3022,2158,84,,,,balance
2024-06-27,3496,2502,110,,,,balance
2024-06-28,5771,4125,170,,,,balance
2024-06-29,10532,7783,323,,,,balance
2024-06-30,3226,2417,101,,,,balance
2024-07-01,2941,2086,85,,,,balance
2024-07-02,3524,2504,104,,,,balance
2024-07-03,3117,2199,98,,,,balance
2024-07-04,5142,3658,143,,,,balance
2024-07-05,4012,2894,122,,,,balance
2024-07-06,4770,3453,140,,,,balance
2024-07-07,1232,879,38,,,,balance
2024-07-08,3689,2706,116,,,,balance
2024-07-10,1239,869,41,,,,balance
2024-07-11,3789,2715,117,,,,balance
2024-07-12,4513,3182,137,,,,balance
2024-07-13,1245,954,39,,,,balance
2024-07-14,3364,2576,108,,,,balance
2024-07-15,3053,2152,89,,,,balance
2024-07-16,3330,2395,98,,,,balance
2024-07-17,2670,1879,78,,,,balance
2024-07-18,3679,2637,116,,,,balance
2024-07-19,4276,3032,129,,,,balance
2024-07-20,3765,2654,108,,,,balance
2024-07-21,9441,6803,271,,,,balance
2024-07-22,3629,2572,108,,,,balance
2024-07-23,5211,3787,160,,,,balance
2024-07-24,3887,2768,113,,,,balance
2024-07-25,3121,2196,94,,,,balance
2024-07-26,3928,2766,135,,,,balance
2024-07-27,961,672,31,,,,balance
2024-07-28,2481,1851,80,,,,balance
2024-07-29,2473,1736,74,,,,balance
2024-07-30,3597,2603,111,,,,balance
2024-07-31,2229,1559,75,,,,balance
2024-08-01,2960,2102,91,,,,balance
2024-08-02,17280,12693,506,,,,balance
2024-08-03,7852,5547,878,,,,balance
2024-08-04,15317,11154,522,,,,balance
2024-08-05,10327,7556,293,,,,balance
2024-08-06,8579,6213,464,,,,balance
2024-08-07,7150,5321,214,,,,balance
2024-08-08,2696,1914,78,,,,balance
2024-08-09,12294,8870,360,,,,balance
2024-08-10,2908,2047,87,,,,balance
2024-08-12,2711,1912,77,,,,balance
2024-08-13,4649,3359,142,,,,balance
2024-08-14,3431,2410,107,,,,balance
2024-08-15,2105,1473,74,,,,balance
2024-08-16,3444,2443,99,,,,balance
2024-08-17,6836,5610,251,,,,balance
2024-08-19,1341,958,39,,,,balance
2024-08-22,1283,917,37,,,,balance
2024-08-23,2635,1855,78,,,,balance
2024-08-24,5861,4189,185,,,,balance
2024-08-25,1542,1134,47,,,,balance
2024-08-26,1316,923,38,,,,balance
2024-08-27,5546,3994,153,,,,balance
2024-08-28,1376,994,43,,,,balance
2024-08-29,4279,3100,122,,,,balance
2024-08-30,4665,3423,138,,,,balance
2024-08-31,3278,2325,105,,,,balance
2024-09-01,6406,4590,193,,,,balance
2024-09-02,3226,2308,97,,,,balance
2024-09-03,3503,2555,104,,,,balance
2024-09-05,17,12,1,,,,balance
2024-09-07,1047,740,33,,,,balance
2024-09-08,1457,1019,127,,,,balance
2024-09-15,1906,1386,62,,,,balance
2024-09-16,3127,2229,94,,,,balance
2024-09-17,52,36,2,,,,balance
2024-09-18,2648,1873,77,,,,balance
2024-09-19,3800,2729,105,,,,balance
2024-09-20,2548,1800,84,,,,balance
2024-09-21,37,26,3,,,,balance
2024-09-22,1648,1301,55,,,,balance
2024-09-23,3233,2300,95,,,,balance
2024-09-24,4601,3405,147,,,,balance
2024-09-25,2668,1866,73,,,,balance
2024-09-26,4026,2829,125,,,,balance
2024-09-27,5677,4223,220,,,,balance
2024-09-28,3830,2867,452,,,,balance
2024-09-29,6063,4651,210,,,,balance
2024-09-30,2431,1747,103,,,,balance
2024-10-01,4363,3155,163,,,,balance
2024-10-02,4014,2906,145,,,,balance
2024-10-03,4537,3287,178,,,,balance
2024-10-04,4452,3189,167,,,,balance
2024-10-05,5920,4351,228,,,,balance
2024-10-06,1404,984,64,,,,balance
2024-10-07,1831,1295,88,,,,balance
2024-10-08,5378,3982,195,,,,balance
2024-10-09,3442,2471,117,,,,balance
2024-10-10,4127,2962,154,,,,balance
2024-10-11,4948,3619,195,,,,balance
2024-10-12,1570,1098,85,,,,balance
2024-10-13,1639,1170,69,,,,balance
2024-10-14,2608,1882,100,,,,balance
2024-10-15,6278,4553,237,,,,balance
2024-10-16,2779,1959,113,,,,balance
2024-10-17,4334,3074,222,,,,balance
2024-10-18,4971,3547,342,,,,balance
2024-10-19,3155,2238,202,,,,balance
2024-10-20,6015,4310,285,,,,balance
2024-10-21,3058,2172,126,,,,balance
2024-10-22,4331,3125,166,,,,balance
2024-10-23,3325,2375,128,,,,balance
2024-10-24,2828,1983,117,,,,balance
2024-10-25,5604,3978,202,,,,balance
2024-10-26,4044,2891,154,,,,balance
2024-10-27,2388,1751,81,,,,balance
2024-10-28,2624,1845,121,,,,balance
2024-10-29,5264,3759,193,,,,balance
2024-10-30,4591,3299,162,,,,balance
2024-10-31,6568,4749,250,,,,balance
2024-11-01,3542,2508,150,,,,balance
2024-11-02,4530,3334,164,,,,balance
2024-11-03,4665,3416,339,,,,balance
2024-11-04,4928,3558,185,,,,balance
2024-11-05,5310,3776,194,,,,balance
2024-11-06,3092,2212,116,,,,balance
2024-11-07,6454,4711,240,,,,balance
2024-11-08,3359,2422,129,,,,balance
2024-11-09,3513,2468,150,,,,balance
2024-11-11,3673,2574,772,,,,balance
2024-11-12,5411,3919,396,,,,balance
2024-11-13,5261,3804,507,,,,balance
2024-11-14,3169,2260,269,,,,balance
2024-11-15,2569,1795,260,,,,balance
2024-11-16,3959,2881,183,,,,balance
2024-11-17,2603,1845,115,,,,balance
2024-11-18,6915,5081,575,,,,balance
2024-11-19,3967,2794,200,,,,balance
2024-11-20,3752,2652,179,,,,balance
2024-11-21,4756,3476,195,,,,balance
2024-11-22,5492,3943,213,,,,balance
2024-11-23,6601,4676,997,,,,balance
2024-11-24,2438,1706,109,,,,balance
2024-11-25,5617,3999,632,,,,balance
2024-11-26,7175,5139,741,,,,balance
2024-11-27,6308,4586,427,,,,balance
2024-11-28,8146,5827,864,,,,balance
2024-11-29,5155,3673,200,,,,balance
2024-11-30,2289,1607,178,,,,balance
2024-12-01,2322,1621,271,,,,balance
2024-12-02,3771,2645,170,,,,balance
2024-12-03,4826,3450,191,,,,balance
2024-12-04,5245,3750,197,,,,balance
2024-12-05,5395,3873,220,,,,balance
2024-12-06,4098,2894,178,,,,balance
2024-12-07,3306,2358,173,,,,balance
2024-12-08,4169,3073,531,,,,balance
2024-12-09,3946,2799,178,,,,balance
2024-12-10,4147,2935,160,,,,balance
2024-12-11,3034,2168,118,,,,balance
2024-12-12,4474,3180,179,,,,balance
2024-12-13,4225,3043,162,,,,balance
2024-12-14,2969,2238,133,,,,balance
2024-12-15,5763,4220,194,,,,balance
2024-12-16,3856,2752,151,,,,balance
2024-12-17,4512,3194,166,,,,balance
2024-12-18,3416,2562,145,,,,balance
2024-12-19,7516,5462,319,,,,balance
2024-12-20,4557,3217,210,,,,balance
2024-12-21,4614,3322,177,,,,balance
2024-12-22,4610,3280,267,,,,balance
2024-12-23,3271,2298,136,,,,balance
2024-12-24,4368,3069,275,,,,balance
2024-12-25,1241,868,66,,,,balance
2024-12-26,4008,2915,142,,,,balance
2024-12-27,1573,1101,63,,,,balance
2024-12-28,1949,1378,97,,,,balance
2024-12-29,1456,1018,261,,,,balance
2025-01-11,3390,2398,191,45,88,129,balance
2025-01-12,1408,985,92,47,78,111,balance
2025-01-13,3970,2777,212,48,82,126,balance
2025-01-14,7610,5528,316,53,89,132,balance
2025-01-15,6294,4430,1221,50,111,161,balance
2025-01-16,4522,3248,191,56,88,133,balance
2025-01-17,4467,3194,170,55,86,121,balance
2025-01-18,6027,4527,266,58,90,125,balance
2025-01-19,3768,2649,195,92,84,136,balance
2025-01-20,2697,1891,108,59,85,124,balance
2025-01-22,3260,2296,172,56,83,120,balance
2025-01-23,8055,5809,319,57,88,143,balance
2025-01-24,4327,3081,198,55,83,120,balance
2025-01-26,2083,1465,102,56,79,129,balance
2025-01-27,3264,2346,157,54,84,121,balance
2025-01-28,5375,3912,200,47,85,123,balance
2025-01-29,3689,2692,157,55,82,121,balance
2025-01-30,5799,4251,274,50,86,119,balance
2025-01-31,5098,3688,213,55,88,130,balance
2025-02-01,6246,4535,234,46,86,136,balance
2025-02-02,4193,3253,191,51,90,127,balance
2025-02-03,5136,3679,187,50,86,117,balance
2025-02-04,4413,3159,154,49,84,131,balance
2025-02-05,3319,2386,139,46,76,114,balance
2025-02-06,5331,3859,209,43,84,120,balance
2025-02-07,4564,3357,184,53,85,120,balance
2025-02-08,3684,2605,194,45,71,118,balance
2025-02-09,3003,2128,216,45,70,117,balance
2025-02-10,2647,1853,103,49,85,118,balance
2025-02-11,5626,4024,201,47,86,129,balance
2025-02-12,3487,2518,167,50,84,125,balance
2025-02-14,4007,2860,138,50,81,120,balance
2025-02-15,3114,2191,148,48,81,121,balance
2025-02-16,3316,2419,165,53,78,126,balance
2025-02-17,3600,2575,142,45,79,116,balance
2025-02-18,4991,3559,196,45,80,118,balance
2025-02-19,3482,2471,134,43,78,115,balance
2025-02-20,4208,2970,156,47,76,126,balance
2025-02-21,3637,2612,157,48,78,107,balance
2025-02-23,4420,3541,1166,47,100,145,balance
2025-02-24,2765,1967,107,46,83,113,balance
2025-02-25,6604,4766,263,47,82,124,balance
2025-02-26,6604,4769,282,45,91,128,balance
2025-02-27,4315,3159,153,44,85,127,balance
2025-02-28,3980,2828,185,48,85,127,balance
2025-03-01,3598,2616,155,54,92,131,balance
2025-03-02,3373,2481,262,43,83,115,balance
2025-03-03,4101,2952,173,47,84,119,balance
2025-03-04,2428,1725,100,53,82,115,balance
2025-03-05,3925,2840,165,45,83,116,balance
2025-03-06,3491,2479,150,50,79,117,balance
2025-03-07,16480,12372,542,48,91,147,balance
2025-03-08,20527,15106,679,47,98,146,balance
2025-03-09,6503,4813,245,46,83,118,balance
2025-03-10,3490,2469,201,47,81,119,balance
2025-03-11,4072,2961,182,49,85,128,balance
2025-03-12,2491,1777,153,45,78,123,balance
2025-03-13,4388,3171,202,51,83,113,balance
2025-03-14,3665,2569,162,47,83,132,balance
2025-03-15,1741,1247,82,54,87,117,balance
2025-03-16,9336,7138,1462,49,100,169,balance
2025-03-17,3922,2853,173,46,78,119,balance
2025-03-18,7434,5326,306,48,87,150,balance
2025-03-19,5016,3634,172,48,85,137,balance
2025-03-20,4024,2835,160,50,87,133,balance
2025-03-21,4612,3308,223,45,85,119,balance
2025-03-22,4645,3291,294,47,87,126,balance
2025-03-23,5700,4170,251,51,87,137,balance
2025-03-24,3765,2692,132,49,87,123,balance
2025-03-25,5118,3692,185,47,86,151,balance
2025-03-26,3352,2390,154,43,85,131,balance
2025-03-27,4634,3327,181,55,83,116,balance
2025-03-28,10679,7678,409,51,90,138,balance
2025-03-29,26543,19381,826,51,101,154,balance
2025-03-30,9040,6687,310,97,82,128,balance
2025-03-31,3645,2627,138,51,86,122,balance
2025-04-01,5124,3760,197,49,81,127,balance
2025-04-02,3986,2887,179,49,85,140,balance
2025-04-03,4291,3109,149,49,81,122,balance
2025-04-04,6188,4543,267,52,85,123,balance
2025-04-05,4441,3302,250,62,86,125,balance
2025-04-06,12465,9213,425,48,92,158,balance
2025-04-07,9115,6494,2313,53,87,128,balance
2025-04-08,9605,6976,2340,54,84,127,balance
2025-04-09,8594,6122,1688,51,82,121,balance
2025-04-10,6129,4538,251,50,87,123,balance
2025-04-11,2961,2098,182,51,86,120,balance
2025-04-12,3312,2318,212,56,86,118,balance
2025-04-13,3832,2764,189,45,71,117,balance
2025-04-14,4163,3071,201,57,89,145,balance
2025-04-15,2785,1958,155,53,77,121,balance
2025-04-16,3150,2338,135,47,78,115,balance
2025-04-17,4245,3042,199,53,82,117,balance
2025-04-18,1848,1292,173,44,75,117,balance
2025-04-19,2199,1572,98,42,81,116,balance
2025-04-20,2810,2124,133,45,85,129,balance
2025-04-21,2955,2075,139,52,83,120,balance
2025-04-22,3117,2228,148,51,78,124,balance
2025-04-23,2083,1484,147,48,84,119,balance
2025-04-24,1759,1232,78,48,72,115,balance
2025-04-25,11771,8641,400,58,100,137,balance
2025-04-26,3057,2182,138,54,73,117,balance
2025-04-27,1735,1271,711,60,94,135,balance
2025-04-28,9834,7677,342,50,86,126,balance
2025-04-29,4143,3061,148,52,85,126,balance
2025-04-30,5167,3829,344,53,85,115,balance
2025-05-01,4585,3274,355,55,77,128,balance
2025-05-02,5339,3935,211,51,85,119,balance
2025-05-03,3215,2311,203,49,80,127,balance
2025-05-04,5578,4479,210,50,84,146,balance
2025-05-05,5931,4353,288,47,76,122,balance
2025-05-06,3502,2450,216,49,80,122,balance
2025-05-08,4794,3491,413,57,85,149,balance
2025-05-09,3851,2838,390,52,81,117,balance
2025-05-10,3015,2147,212,57,87,121,balance
2025-05-11,8078,6220,336,50,84,120,balance
2025-05-12,4903,3481,199,57,88,148,balance
2025-05-13,12230,9645,1120,54,84,135,balance
2025-05-14,5142,3757,241,54,89,119,balance
2025-05-15,6579,4728,307,48,80,140,balance
2025-05-16,8095,6076,380,57,91,138,balance
2025-05-17,6054,4343,288,78,89,126,balance
2025-05-18,1824,1275,246,48,73,122,balance
2025-05-19,12388,10021,769,71,96,118,balance
2025-05-20,5355,3887,246,50,80,128,balance
2025-05-21,3115,2248,205,62,89,161,balance
2025-05-22,4607,3419,202,56,82,122,balance
2025-05-23,6848,4956,1446,51,110,160,balance
2025-05-24,4755,3430,184,56,82,120,balance
2025-05-25,3218,2266,342,68,67,121,balance
2025-05-26,8632,6500,290,56,93,123,balance
2025-05-27,6198,4670,437,52,84,131,balance
2025-05-28,3255,2323,222,49,86,119,balance
2025-05-29,2679,1887,321,43,77,118,balance
2025-05-30,5154,3977,181,46,90,132,balance
2025-05-31,1283,898,318,46,76,140,balance
2025-06-01,3452,2571,213,60,88,123,balance
2025-06-02,3138,2210,224,52,82,120,balance
2025-06-03,2910,2103,309,46,79,151,balance
2025-06-04,2720,1928,265,50,82,126,balance
2025-06-06,2094,1478,201,46,80,125,balance
2025-06-07,4362,3088,305,45,76,133,balance
2025-06-08,2697,1904,323,57,80,131,balance
2025-06-09,6414,4630,387,46,84,136,balance
2025-06-10,1340,962,46,61,81,109,balance
2025-06-11,3210,2283,290,45,84,130,balance
2025-06-12,3280,2298,158,50,79,115,balance
2025-06-13,19,13,1,,,,balance
2025-06-14,3089,2168,415,47,81,151,balance
2025-06-15,468,326,281,44,89,130,balance
2025-06-16,4796,3432,329,42,87,144,balance
2025-06-17,3501,2507,416,47,76,118,balance
2025-06-18,5572,3973,409,49,86,125,balance
2025-06-19,2606,1835,156,51,81,108,balance
2025-06-20,7568,5642,547,45,84,120,balance
2025-06-21,6323,4774,624,44,75,141,balance
2025-06-22,2120,1509,300,48,86,125,balance
2025-06-23,6667,4858,487,52,89,146,balance
2025-06-24,3810,2714,430,41,71,123,balance
2025-06-25,4213,3005,303,46,84,121,balance
2025-06-26,3153,2232,170,46,74,117,balance
2025-06-27,7502,6665,818,43,95,147,balance
2025-06-28,2966,2161,178,40,69,118,balance
2025-06-29,7914,5836,387,59,86,124,balance
2025-06-30,4203,2986,289,43,84,124,balance
2025-07-01,2663,1882,263,43,69,117,balance
2025-07-02,2885,2060,392,43,83,151,balance
2025-07-03,5006,3516,694,45,87,148,balance
2025-07-04,3285,2369,239,46,78,115,balance
2025-07-05,5841,4140,398,42,74,125,balance
2025-07-06,4533,3292,213,55,90,140,balance
2025-07-07,2681,1911,320,49,82,122,balance
2025-07-08,4866,3454,437,46,82,124,balance
2025-07-09,6499,4721,320,53,90,134,balance
2025-07-10,10228,7459,474,52,91,137,balance
2025-07-11,8814,6425,423,65,87,146,balance
2025-07-12,5851,4148,566,52,87,131,balance
2025-07-13,14928,10724,481,59,92,147,balance
2025-07-14,3205,2304,313,46,77,122,balance
2025-07-15,3943,3025,269,49,78,121,balance
2025-07-16,5106,3800,260,44,78,127,balance
2025-07-17,5116,3975,282,44,78,133,balance
2025-07-18,7085,5100,336,50,91,132,balance
2025-07-19,3923,2965,136,59,93,122,balance
2025-07-20,10305,7544,484,40,87,144,balance
2025-07-21,3472,2463,313,86,82,148,balance
2025-07-22,3184,2272,401,44,82,128,balance
2025-07-23,1618,1129,517,44,82,144,balance
2025-07-24,2172,1576,319,46,83,126,balance
2025-07-25,1859,1327,138,43,75,128,balance
2025-07-26,2490,1738,285,49,86,124,balance
2025-07-27,1918,1367,485,48,90,139,balance
2025-07-28,1715,1226,179,43,72,115,balance
2025-07-29,3596,2589,437,43,86,137,balance
2025-07-30,2230,1577,442,46,80,129,balance
2025-07-31,1097,768,232,44,84,131,balance
2025-08-01,1171,849,355,41,85,127,balance
2025-08-02,3303,2415,213,52,83,128,balance
2025-08-03,2164,1534,137,47,86,119,balance
2025-08-04,2918,2226,191,42,77,110,balance
2025-08-05,7141,5286,490,48,88,165,balance
2025-08-06,2456,1733,289,46,91,119,balance
2025-08-07,2007,1401,181,43,79,126,balance
2025-08-08,2970,2098,164,40,81,123,balance
2025-08-09,934,653,46,49,75,104,balance
2025-08-10,6600,4681,373,52,96,131,balance
2025-08-11,10240,8617,577,82,103,155,balance
2025-08-12,12362,10301,765,53,97,160,balance
2025-08-13,5736,4416,367,56,93,123,balance
2025-08-14,14179,10810,619,99,99,144,balance
2025-08-15,5053,3813,532,42,86,136,balance
2025-08-16,6780,4999,409,46,89,144,balance
2025-08-17,3372,2411,273,91,95,114,balance
2025-08-18,2668,1868,438,58,93,114,balance
2025-08-19,3356,2508,193,67,100,125,balance
2025-08-20,4689,3419,408,74,103,125,balance
2025-08-21,5671,4313,342,92,99,129,balance
2025-08-22,2116,1492,311,65,94,118,balance
2025-08-23,3843,2775,166,70,60,122,balance
2025-08-24,4741,3663,453,80,106,139,balance
2025-08-25,1122,835,232,68,97,116,balance
2025-08-26,3181,2414,249,67,103,131,balance
2025-08-27,1348,940,774,79,106,141,balance
2025-08-28,1839,1328,157,76,94,107,balance
2025-08-29,2609,1996,104,85,96,110,balance
2025-08-30,4885,3542,477,52,83,156,balance
2025-08-31,5632,4053,257,53,95,129,balance
2025-09-01,4787,3507,232,61,96,122,balance
2025-09-02,2221,1614,179,70,92,113,balance
2025-09-03,13,9,1,,,,balance
2025-09-04,2385,1686,426,63,93,113,balance
2025-09-05,3968,2894,175,83,98,113,balance
2025-09-06,6597,4786,248,80,106,169,balance
2025-09-07,7613,5865,458,68,105,145,balance
2025-09-08,2261,1592,252,75,103,134,balance
2025-09-09,3554,2493,293,72,94,118,balance
2025-09-10,4292,3084,224,64,98,136,balance
2025-09-11,1610,1137,168,76,95,105,balance
2025-09-12,3699,2766,219,55,92,112,balance
2025-09-13,5481,4056,313,51,70,115,balance
2025-09-14,1909,1409,135,91,89,109,balance
2025-09-15,2466,1732,244,74,101,125,balance
2025-09-16,2941,2163,229,67,92,135,balance
2025-09-17,1350,944,204,83,94,104,balance
2025-09-18,2782,2065,372,61,109,143,balance
2025-09-19,2375,1676,256,68,104,130,balance
2025-09-20,420,294,49,57,77,132,balance
2025-09-21,1965,1403,370,62,104,137,balance
2025-09-22,2223,1581,267,55,93,118,balance
2025-09-23,1496,1047,135,74,94,107,balance
2025-09-24,350,245,15,93,110,122,balance
2025-09-25,2026,1455,162,67,98,130,balance
2025-09-26,3241,2328,282,79,99,114,balance
2025-09-27,2277,1593,230,81,99,130,balance
2025-09-28,885,622,40,89,97,108,balance
2025-09-29,2164,1686,248,79,115,144,balance
2025-09-30,2714,1988,263,69,99,122,balance
2025-10-01,1990,1391,396,74,108,139,balance
2025-10-02,2461,1740,322,72,97,124,balance
2025-10-03,4049,3007,229,64,93,132,balance
2025-10-04,5914,4335,313,50,84,123,balance
2025-10-05,6457,4722,226,73,100,120,balance
2025-10-06,5623,4186,231,56,94,128,balance
2025-10-07,5997,4496,351,63,98,136,balance
2025-10-08,1668,1172,352,68,105,134,balance
2025-10-09,3220,2330,262,78,102,137,balance
2025-10-10,1938,1381,234,75,96,115,balance
2025-10-11,1997,1431,135,83,96,112,balance
2025-10-12,2021,1436,302,55,82,118,balance
2025-10-13,2544,1791,226,72,101,129,balance
2025-10-14,2684,1891,190,61,101,140,balance
2025-10-15,2304,1714,236,54,91,126,balance
2025-10-16,4051,2896,298,60,90,120,balance
2025-10-17,2222,1554,274,53,89,121,balance
2025-10-18,6575,4835,275,110,105,146,balance
2025-10-19,1346,949,66,80,89,98,balance
2025-10-20,5452,4186,440,71,104,139,balance
2025-10-21,3144,2284,202,62,93,109,balance
2025-10-22,3404,2453,188,75,95,110,balance
2025-10-23,2547,1803,210,90,104,129,balance
2025-10-24,3092,2254,211,72,93,119,balance
2025-10-25,1000,697,45,82,91,101,balance
2025-10-26,983,687,65,75,96,107,balance
2025-10-27,1359,952,136,83,98,110,balance
2025-10-28,2940,2175,190,64,95,116,balance
2025-10-29,2852,2060,124,74,96,125,balance
2025-10-30,5534,4168,275,88,103,127,balance
2025-10-31,5838,4278,283,78,96,138,balance
2025-11-01,3180,2341,120,89,97,110,balance
2025-11-02,1447,1016,132,57,91,125,balance
2025-11-03,2059,1481,219,63,101,144,balance
2025-11-04,2432,1701,265,71,93,134,balance
2025-11-05,2576,1945,142,77,95,109,balance
2025-11-06,4798,3557,203,71,97,129,balance
2025-11-07,2931,2108,210,65,95,130,balance
2025-11-08,1847,1290,189,86,99,116,balance
2025-11-09,3361,2677,111,66,93,111,balance
2025-11-10,1496,1046,132,83,92,112,balance
2025-11-11,4368,3149,216,64,93,111,balance
2025-11-12,3762,2758,201,61,94,110,balance
2025-11-13,2954,2179,135,67,98,120,balance
2025-11-14,3359,2494,148,76,98,109,balance
2025-11-15,1063,743,39,81,98,115,balance
2025-11-17,2908,2103,300,74,101,119,balance
2025-11-18,2408,1718,494,58,99,129,balance
2025-11-19,2620,1853,207,84,100,127,balance
2025-11-20,1198,832,240,66,103,123,balance
2025-11-21,1640,1167,157,77,96,126,balance
2025-11-22,7491,5375,284,65,97,133,balance
2025-11-24,2849,2081,155,65,91,111,balance
2025-11-25,1999,1442,103,56,88,109,balance
2025-11-26,3691,2674,224,65,96,126,balance
2025-11-27,2054,1457,287,60,99,115,balance
2025-11-28,1650,1154,216,65,96,129,balance
2025-11-29,2801,1989,194,73,88,106,balance
2025-11-30,5679,4224,211,73,100,131,balance
2025-12-01,6085,4435,202,64,97,115,balance
2025-12-02,2749,1967,195,81,94,107,balance
2025-12-03,5306,3920,234,69,97,119,balance
2025-12-04,2579,1850,365,75,100,128,balance
2025-12-05,2951,2279,172,53,96,113,balance
2025-12-07,3728,2662,195,68,92,115,balance
2025-12-08,2080,1476,79,46,79,110,balance
2025-12-09,2779,1983,140,70,99,114,balance
2025-12-10,3591,2609,173,58,84,113,balance
2025-12-11,3007,2165,118,81,101,122,balance
2025-12-12,1995,1435,119,59,86,110,balance
2025-12-13,1941,1374,118,77,88,105,balance
2025-12-14,1384,981,147,66,90,130,balance
2025-12-15,3130,2281,128,93,107,132,balance
2025-12-16,3073,2202,181,74,93,111,balance
2025-12-17,3628,2593,390,68,98,117,balance
2025-12-18,1918,1341,88,77,94,127,balance
2025-12-19,2976,2103,313,75,107,132,balance
2025-12-20,2269,1587,124,74,87,103,balance
2025-12-21,711,498,36,78,92,107,balance
2025-12-22,2885,2153,141,70,97,114,balance
2025-12-24,4930,3576,408,65,96,134,balance
2025-12-25,2299,1599,107,78,60,109,balance
2025-12-26,1840,1287,164,76,98,121,balance
2025-12-27,2423,1799,97,80,92,108,balance
2025-12-28,1333,983,87,55,78,116,balance
2025-12-29,1455,1016,171,82,96,106,balance
2025-12-31,470,330,155,85,103,136,balance
2026-01-02,3027,2194,224,84,99,132,balance
2026-01-04,2398,1676,122,62,88,106,balance
2026-01-05,3616,2602,339,68,98,112,balance
2026-01-06,2657,1881,261,69,96,115,balance
2026-01-07,2772,1941,301,69,98,122,balance
2026-01-08,2441,1729,248,54,84,116,balance
2026-01-09,3072,2206,237,70,91,113,balance
2026-01-11,2307,1667,120,67,89,110,balance
2026-01-12,3391,2462,214,72,98,115,balance
2026-01-13,3543,2554,476,68,97,147,balance
2026-01-14,3947,2841,643,54,66,126,balance
2026-01-15,4997,3781,264,40,52,123,balance
2026-01-16,4414,3145,273,41,52,114,balance
2026-01-17,3636,2590,158,66,90,111,balance
2026-01-18,5336,4071,201,71,96,111,balance
2026-01-20,3433,2478,215,68,93,114,balance
2026-01-21,2969,2099,145,78,96,136,balance
2026-01-22,2603,1863,246,99,85,113,balance
2026-01-23,5519,4266,228,69,98,124,balance
2026-01-24,2165,1516,152,62,82,115,balance
2026-01-25,1266,918,56,74,86,94,balance
2026-01-26,5105,3748,799,65,112,153,balance
2026-01-27,2600,1890,123,58,93,110,balance
2026-01-28,2712,1934,367,76,101,158,balance
2026-01-29,3286,2382,148,67,91,108,balance
2026-01-30,4681,3399,200,77,101,121,balance
2026-01-31,1989,1411,257,69,93,111,balance
2026-02-01,1641,1211,58,87,97,108,balance
2026-02-02,2765,1965,127,84,96,113,balance
2026-02-03,2157,1508,114,77,94,112,balance
2026-02-04,2265,1627,169,75,99,123,balance
2026-02-05,2137,1521,165,69,91,108,balance
2026-02-06,4420,3305,266,76,99,113,balance
2026-02-07,7760,5612,805,65,109,156,balance
2026-02-08,4192,3128,199,68,83,96,balance
2026-02-09,2646,1926,119,77,83,89,balance
2026-02-10,2429,1760,184,67,85,98,balance
2026-02-11,4798,3461,411,69,89,130,balance
2026-02-12,3849,2814,306,66,98,135,balance
2026-02-13,2883,2075,161,58,73,94,balance
2026-02-14,4875,3769,146,,,,balance
2026-02-15,1020,713,36,,,,balance
2026-02-16,16,11,1,,,,balance
2026-02-18,1334,932,130,81,87,95,balance
2026-02-19,1939,1383,154,91,103,117,balance
2026-02-20,1252,880,229,76,94,123,balance
2026-02-22,556,388,209,63,97,131,balance
2026-02-23,2771,1957,190,78,96,115,balance
2026-02-24,3056,2165,407,67,98,122,balance
2026-02-25,1738,1216,212,77,88,104,balance
2026-02-26,3318,2348,274,61,85,127,balance
2026-02-27,2707,1971,248,66,97,116,balance
2026-02-28,8750,6349,332,66,78,95,balance
2026-03-01,9872,7028,2655,66,93,150,balance
2026-03-02,9150,6491,2832,59,88,132,balance
2026-03-03,8224,5861,1134,52,78,125,balance
2026-03-04,1466,1025,130,74,85,98,balance
2026-03-05,1886,1316,142,64,83,92,balance
2026-03-06,3330,2378,211,70,75,84,balance
2026-03-07,1107,810,140,60,81,101,balance
2026-03-08,2145,1510,182,52,75,93,balance
2026-03-09,2882,2047,163,76,86,101,balance
2026-03-10,3894,2858,262,66,87,115,balance
2026-03-11,2034,1427,153,73,86,95,balance
